notification_date;event_type;message;target_component;linecode;severity
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Image module.;Form;9560;Medium
2024-04-22 00:44:48;failure;Error: Access denied occurred in Menu module.;Image;2127;Low
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Button module.;Link;8730;Medium
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Button module.;Link;2087;Low
2024-04-22 00:44:48;failure;Error: Access denied occurred in Form module.;Button;1819;High
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Link module.;Button;8869;Critical
2024-04-22 00:44:48;failure;Error: File not found occurred in Button module.;Button;1336;Medium
2024-04-22 00:44:48;failure;Error: File not found occurred in Link module.;Menu;6816;Medium
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Button module.;Menu;7280;Critical
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Link module.;Menu;2669;Low
2024-04-22 00:44:48;failure;Error: Access denied occurred in Button module.;Button;1943;Low
2024-04-22 00:44:48;failure;Error: File not found occurred in Image module.;Form;4775;Medium
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Form module.;Image;8613;Critical
2024-04-22 00:44:48;failure;Error: File not found occurred in Link module.;Button;5400;Low
2024-04-22 00:44:48;failure;Error: File not found occurred in Menu module.;Link;3869;Low
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Link module.;Link;3355;High
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Menu module.;Menu;6591;Low
2024-04-22 00:44:48;failure;Error: File not found occurred in Menu module.;Button;8147;Medium
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Link module.;Image;3981;Medium
2024-04-22 00:44:48;failure;Error: Access denied occurred in Menu module.;Menu;6887;Medium
2024-04-22 00:44:48;failure;Error: Access denied occurred in Button module.;Menu;1821;Low
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Menu module.;Menu;8380;High
2024-04-22 00:44:48;failure;Error: Access denied occurred in Link module.;Image;2695;Critical
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Form module.;Form;3596;Medium
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Image module.;Link;9246;Critical
2024-04-22 00:44:48;failure;Error: Access denied occurred in Image module.;Button;5859;High
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Form module.;Menu;8720;High
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Link module.;Form;5109;High
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Image module.;Form;1970;Low
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Menu module.;Image;9455;Critical
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Menu module.;Button;2362;Medium
2024-04-22 00:44:48;failure;Error: Access denied occurred in Image module.;Button;3500;Critical
2024-04-22 00:44:48;failure;Error: Access denied occurred in Button module.;Link;1481;Critical
2024-04-22 00:44:48;failure;Error: File not found occurred in Form module.;Button;4270;Critical
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Button module.;Link;6077;High
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Image module.;Image;2379;Critical
2024-04-22 00:44:48;failure;Error: File not found occurred in Button module.;Menu;6603;Low
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Button module.;Image;3977;Critical
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Button module.;Button;6038;High
2024-04-22 00:44:48;failure;Error: Access denied occurred in Image module.;Image;7750;Critical
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Image module.;Image;9818;Critical
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Image module.;Image;5034;Low
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Menu module.;Menu;6029;Medium
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Menu module.;Link;4770;Medium
2024-04-22 00:44:48;failure;Error: Access denied occurred in Menu module.;Button;4664;High
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Link module.;Image;9939;Critical
2024-04-22 00:44:48;failure;Error: File not found occurred in Link module.;Button;2635;Critical
2024-04-22 00:44:48;failure;Error: Database connection lost occurred in Menu module.;Image;7996;Medium
2024-04-22 00:44:48;failure;Error: Access denied occurred in Menu module.;Button;8468;Low
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Link module.;Button;3648;Critical
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Form module.;Image;6552;Low
2024-04-22 00:44:48;failure;Error: Server timeout occurred in Form module.;Link;7732;Medium
2024-04-22 00:44:48;failure;Error: File not found occurred in Menu module.;Image;4635;Critical
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Image module.;Button;1352;Medium
2024-04-22 00:44:48;failure;Error: Invalid input data occurred in Link module.;Menu;8985;Medium
2024-04-22 00:44:48;failure;Error: File not found occurred in Image module.;Form;6630;High
