notification_date;user_id;stimulus;target_component
2024-04-22 00:44:47;5419;Scroll;Image
2024-04-22 00:44:47;4497;Type;Menu
2024-04-22 00:44:47;3690;Type;Link
2024-04-22 00:44:47;4828;Click;Link
2024-04-22 00:44:47;4446;Visualized 1005. ;Image
2024-04-22 00:44:47;3400;Visualized 1018. ;Link
2024-04-22 00:44:47;2806;Swipe;Link
2024-04-22 00:44:47;2970;Click;Button
2024-04-22 00:44:47;5108;Hover;Link
2024-04-22 00:44:47;1712;Swipe;Link
2024-04-22 00:44:47;2343;Click;Form
2024-04-22 00:44:47;1306;Visualized 1014. ;Menu
2024-04-22 00:44:47;3780;Scroll;Image
2024-04-22 00:44:47;2894;Type;Link
2024-04-22 00:44:47;3676;Type;Button
2024-04-22 00:44:47;4345;Hover;Link
2024-04-22 00:44:47;2900;Hover;Link
2024-04-22 00:44:47;1715;Hover;Image
2024-04-22 00:44:47;3478;Swipe;Button
2024-04-22 00:44:47;2206;Type;Menu
2024-04-22 00:44:47;1934;Hover;Form
2024-04-22 00:44:47;1354;Hover;Button
2024-04-22 00:44:47;2289;Scroll;Image
2024-04-22 00:44:47;2752;Swipe;Form
2024-04-22 00:44:47;2011;Swipe;Button
2024-04-22 00:44:47;5383;Click;Image
2024-04-22 00:44:47;1118;Hover;Link
2024-04-22 00:44:47;1980;Visualized 1038. ;Link
2024-04-22 00:44:47;1602;Swipe;Menu
2024-04-22 00:44:47;5281;Visualized 1031. ;Menu
2024-04-22 00:44:47;1232;Type;Menu
2024-04-22 00:44:47;4748;Hover;Image
2024-04-22 00:44:47;2617;Scroll;Image
2024-04-22 00:44:47;5317;Type;Image
2024-04-22 00:44:47;3912;Type;Form
2024-04-22 00:44:47;1243;Type;Link
2024-04-22 00:44:47;3074;Scroll;Button
2024-04-22 00:44:47;1922;Type;Form
2024-04-22 00:44:47;5185;Type;Form
2024-04-22 00:44:47;5137;Visualized 1012. ;Menu
2024-04-22 00:44:47;2650;Visualized 1023. ;Menu
2024-04-22 00:44:47;2668;Swipe;Menu
2024-04-22 00:44:47;1194;Hover;Form
2024-04-22 00:44:47;3765;Type;Link
2024-04-22 00:44:47;1129;Visualized 1039. ;Menu
2024-04-22 00:44:47;3453;Type;Form
2024-04-22 00:44:47;5607;Hover;Image
2024-04-22 00:44:47;4746;Type;Image
2024-04-22 00:44:47;2519;Hover;Image
2024-04-22 00:44:47;3008;Type;Form
2024-04-22 00:44:47;5417;Swipe;Image
2024-04-22 00:44:47;5572;Swipe;Button
2024-04-22 00:44:47;3967;Click;Form
2024-04-22 00:44:47;1331;Swipe;Image
2024-04-22 00:44:47;2278;Scroll;Link
2024-04-22 00:44:47;2571;Visualized 1031. ;Button
2024-04-22 00:44:47;2296;Click;Link
2024-04-22 00:44:47;3710;Click;Form
2024-04-22 00:44:47;1053;Hover;Link
2024-04-22 00:44:47;3208;Swipe;Form
2024-04-22 00:44:47;2430;Type;Image
2024-04-22 00:44:47;3342;Swipe;Link
2024-04-22 00:44:47;4147;Scroll;Form
2024-04-22 00:44:47;2957;Hover;Link
2024-04-22 00:44:47;3927;Type;Form
2024-04-22 00:44:47;5019;Click;Button
2024-04-22 00:44:47;3219;Hover;Menu
2024-04-22 00:44:47;2459;Type;Menu
2024-04-22 00:44:47;4429;Hover;Menu
2024-04-22 00:44:47;4038;Scroll;Button
2024-04-22 00:44:47;5104;Hover;Link
2024-04-22 00:44:47;2178;Swipe;Button
2024-04-22 00:44:47;3839;Type;Image
2024-04-22 00:44:47;1536;Click;Form
2024-04-22 00:44:47;4569;Type;Button
2024-04-22 00:44:47;1053;Visualized 1034. ;Menu
2024-04-22 00:44:47;5823;Type;Image
2024-04-22 00:44:47;5958;Visualized 1003. ;Menu
2024-04-22 00:44:47;1342;Click;Form
2024-04-22 00:44:47;4940;Scroll;Button
2024-04-22 00:44:47;5123;Swipe;Form
2024-04-22 00:44:47;4565;Click;Menu
2024-04-22 00:44:47;4816;Click;Link
2024-04-22 00:44:47;2532;Visualized 1033. ;Link
2024-04-22 00:44:47;4394;Hover;Button
2024-04-22 00:44:47;2130;Type;Button
2024-04-22 00:44:47;2577;Swipe;Image
2024-04-22 00:44:47;4891;Hover;Button
2024-04-22 00:44:47;5164;Swipe;Button
2024-04-22 00:44:47;4789;Visualized 1015. ;Image
2024-04-22 00:44:47;1629;Scroll;Image
2024-04-22 00:44:47;5619;Swipe;Button
2024-04-22 00:44:47;2071;Swipe;Menu
2024-04-22 00:44:47;2451;Swipe;Form
2024-04-22 00:44:47;2874;Visualized 1015. ;Image
2024-04-22 00:44:47;3181;Type;Form
2024-04-22 00:44:47;4591;Scroll;Form
2024-04-22 00:44:47;3049;Hover;Link
2024-04-22 00:44:47;5803;Hover;Form
2024-04-22 00:44:47;2105;Type;Menu
2024-04-22 00:44:47;5094;Hover;Image
2024-04-22 00:44:47;4837;Type;Image
2024-04-22 00:44:47;1791;Swipe;Button
2024-04-22 00:44:47;1391;Click;Form
2024-04-22 00:44:47;4650;Hover;Button
2024-04-22 00:44:47;5323;Hover;Form
2024-04-22 00:44:47;2757;Swipe;Button
2024-04-22 00:44:47;3637;Click;Menu
2024-04-22 00:44:47;1756;Visualized 1016. ;Button
2024-04-22 00:44:47;2995;Visualized 1017. ;Image
2024-04-22 00:44:47;4168;Click;Form
2024-04-22 00:44:47;1881;Visualized 1025. ;Form
2024-04-22 00:44:47;5559;Swipe;Link
2024-04-22 00:44:47;4180;Type;Menu
2024-04-22 00:44:47;3022;Type;Image
2024-04-22 00:44:47;2901;Visualized 1008. ;Image
2024-04-22 00:44:47;1871;Swipe;Menu
2024-04-22 00:44:47;3938;Swipe;Image
2024-04-22 00:44:47;2324;Visualized 1015. ;Button
2024-04-22 00:44:47;2534;Swipe;Menu
2024-04-22 00:44:47;4251;Hover;Button
2024-04-22 00:44:47;1246;Type;Button
2024-04-22 00:44:47;1403;Visualized 1029. ;Image
2024-04-22 00:44:47;5299;Visualized 1004. ;Menu
2024-04-22 00:44:47;3650;Type;Form
2024-04-22 00:44:47;5191;Visualized 1028. ;Image
2024-04-22 00:44:47;2099;Scroll;Image
2024-04-22 00:44:47;2478;Click;Menu
2024-04-22 00:44:47;1886;Type;Button
2024-04-22 00:44:47;2914;Click;Form
2024-04-22 00:44:47;4555;Type;Form
2024-04-22 00:44:47;5589;Visualized 1010. ;Form
2024-04-22 00:44:47;4204;Click;Form
2024-04-22 00:44:47;2479;Hover;Menu
2024-04-22 00:44:47;4866;Swipe;Button
2024-04-22 00:44:47;1586;Scroll;Image
2024-04-22 00:44:47;3359;Swipe;Button
2024-04-22 00:44:47;1631;Click;Button
2024-04-22 00:44:47;3372;Type;Link
2024-04-22 00:44:47;5107;Scroll;Image
2024-04-22 00:44:47;1694;Type;Link
2024-04-22 00:44:47;5240;Scroll;Button
2024-04-22 00:44:47;1451;Hover;Link
2024-04-22 00:44:47;5465;Click;Form
2024-04-22 00:44:47;4321;Click;Form
2024-04-22 00:44:47;3106;Type;Form
2024-04-22 00:44:47;5125;Scroll;Image
2024-04-22 00:44:47;3988;Scroll;Image
2024-04-22 00:44:47;2687;Swipe;Menu
2024-04-22 00:44:47;5881;Type;Button
2024-04-22 00:44:47;2151;Hover;Menu
2024-04-22 00:44:47;2984;Swipe;Image
2024-04-22 00:44:47;5785;Type;Link
2024-04-22 00:44:47;4683;Click;Button
2024-04-22 00:44:47;5970;Scroll;Menu
2024-04-22 00:44:47;1516;Visualized 1003. ;Menu
2024-04-22 00:44:47;5533;Hover;Image
2024-04-22 00:44:47;5756;Hover;Form
2024-04-22 00:44:47;4162;Swipe;Button
2024-04-22 00:44:47;3523;Visualized 1031. ;Form
2024-04-22 00:44:47;2620;Visualized 1024. ;Image
2024-04-22 00:44:47;4524;Type;Button
2024-04-22 00:44:47;3837;Type;Link
2024-04-22 00:44:47;3973;Scroll;Form
2024-04-22 00:44:47;1296;Visualized 1012. ;Image
2024-04-22 00:44:47;5097;Hover;Menu
2024-04-22 00:44:47;5036;Hover;Menu
2024-04-22 00:44:47;5386;Swipe;Button
2024-04-22 00:44:47;2836;Visualized 1017. ;Menu
2024-04-22 00:44:47;2126;Visualized 1017. ;Form
2024-04-22 00:44:47;4504;Visualized 1006. ;Button
2024-04-22 00:44:47;1053;Visualized 1013. ;Link
2024-04-22 00:44:47;4723;Click;Button
2024-04-22 00:44:47;3596;Swipe;Link
2024-04-22 00:44:47;2115;Type;Button
2024-04-22 00:44:47;4603;Hover;Image
2024-04-22 00:44:47;4638;Hover;Button
2024-04-22 00:44:47;2054;Hover;Form
2024-04-22 00:44:47;2641;Visualized 1002. ;Form
2024-04-22 00:44:47;5953;Swipe;Form
2024-04-22 00:44:47;5121;Swipe;Link
2024-04-22 00:44:47;3479;Hover;Button
2024-04-22 00:44:47;1914;Type;Image
2024-04-22 00:44:47;5934;Visualized 1040. ;Image
2024-04-22 00:44:47;4607;Hover;Menu
2024-04-22 00:44:47;4782;Click;Link
2024-04-22 00:44:47;4121;Swipe;Image
2024-04-22 00:44:47;1856;Swipe;Menu
2024-04-22 00:44:47;3804;Hover;Link
2024-04-22 00:44:47;4163;Visualized 1001. ;Menu
2024-04-22 00:44:47;1271;Hover;Button
2024-04-22 00:44:47;4520;Type;Form
2024-04-22 00:44:47;2985;Hover;Form
2024-04-22 00:44:47;4874;Swipe;Button
2024-04-22 00:44:47;3901;Swipe;Menu
2024-04-22 00:44:47;1044;Click;Button
2024-04-22 00:44:47;1300;Visualized 1010. ;Menu
2024-04-22 00:44:47;1307;Visualized 1026. ;Image
2024-04-22 00:44:47;4461;Swipe;Form
2024-04-22 00:44:47;3103;Click;Image
2024-04-22 00:44:47;2926;Click;Menu
2024-04-22 00:44:47;5939;Scroll;Button
2024-04-22 00:44:47;2161;Scroll;Form
2024-04-22 00:44:47;1231;Scroll;Button
2024-04-22 00:44:47;3295;Visualized 1034. ;Form
2024-04-22 00:44:47;1291;Swipe;Link
2024-04-22 00:44:47;3098;Click;Image
2024-04-22 00:44:47;1524;Type;Form
2024-04-22 00:44:47;5939;Click;Form
2024-04-22 00:44:47;3027;Visualized 1037. ;Image
2024-04-22 00:44:47;3130;Type;Button
2024-04-22 00:44:47;1670;Hover;Form
2024-04-22 00:44:47;5932;Click;Button
2024-04-22 00:44:47;3473;Visualized 1028. ;Link
2024-04-22 00:44:47;3742;Visualized 1007. ;Button
2024-04-22 00:44:47;5565;Click;Image
2024-04-22 00:44:47;2411;Visualized 1032. ;Form
2024-04-22 00:44:47;2281;Hover;Form
2024-04-22 00:44:47;1309;Visualized 1024. ;Link
2024-04-22 00:44:47;5568;Scroll;Link
2024-04-22 00:44:47;5797;Type;Form
2024-04-22 00:44:47;4751;Visualized 1025. ;Menu
2024-04-22 00:44:47;5145;Swipe;Button
2024-04-22 00:44:47;3680;Type;Link
2024-04-22 00:44:47;3783;Visualized 1024. ;Form
2024-04-22 00:44:47;1320;Swipe;Button
2024-04-22 00:44:47;2990;Visualized 1026. ;Form
2024-04-22 00:44:47;2190;Click;Image
2024-04-22 00:44:47;4012;Visualized 1016. ;Link
2024-04-22 00:44:47;1455;Swipe;Form
2024-04-22 00:44:47;5412;Scroll;Form
2024-04-22 00:44:47;3498;Click;Menu
2024-04-22 00:44:47;2758;Scroll;Button
2024-04-22 00:44:47;1080;Visualized 1037. ;Form
2024-04-22 00:44:47;5727;Hover;Image
2024-04-22 00:44:47;3768;Hover;Image
2024-04-22 00:44:47;3442;Click;Image
2024-04-22 00:44:47;1806;Swipe;Menu
2024-04-22 00:44:47;3017;Click;Image
2024-04-22 00:44:47;2468;Type;Menu
2024-04-22 00:44:47;1755;Scroll;Image
2024-04-22 00:44:47;3879;Scroll;Link
2024-04-22 00:44:47;5573;Click;Image
2024-04-22 00:44:47;1411;Swipe;Button
2024-04-22 00:44:47;4843;Hover;Link
2024-04-22 00:44:47;4664;Click;Form
2024-04-22 00:44:47;2386;Visualized 1003. ;Menu
2024-04-22 00:44:47;5709;Click;Link
2024-04-22 00:44:47;4548;Scroll;Button
2024-04-22 00:44:47;3701;Visualized 1027. ;Menu
2024-04-22 00:44:48;5880;Hover;Link
2024-04-22 00:44:48;2081;Hover;Form
2024-04-22 00:44:48;1022;Type;Link
2024-04-22 00:44:48;1165;Click;Image
2024-04-22 00:44:48;2091;Type;Image
2024-04-22 00:44:48;2149;Scroll;Form
2024-04-22 00:44:48;4900;Type;Menu
2024-04-22 00:44:48;3442;Type;Link
2024-04-22 00:44:48;1567;Hover;Menu
2024-04-22 00:44:48;2247;Swipe;Menu
2024-04-22 00:44:48;3343;Click;Link
2024-04-22 00:44:48;2802;Visualized 1011. ;Image
2024-04-22 00:44:48;1053;Hover;Image
2024-04-22 00:44:48;3243;Scroll;Image
2024-04-22 00:44:48;4770;Swipe;Image
2024-04-22 00:44:48;2712;Click;Link
2024-04-22 00:44:48;2258;Hover;Button
2024-04-22 00:44:48;3456;Scroll;Form
2024-04-22 00:44:48;4714;Visualized 1004. ;Form
2024-04-22 00:44:48;3081;Swipe;Button
2024-04-22 00:44:48;4109;Type;Button
2024-04-22 00:44:48;3896;Swipe;Form
2024-04-22 00:44:48;4132;Click;Link
2024-04-22 00:44:48;3205;Scroll;Button
2024-04-22 00:44:48;5028;Click;Image
2024-04-22 00:44:48;5377;Scroll;Menu
2024-04-22 00:44:48;4640;Hover;Button
2024-04-22 00:44:48;4639;Hover;Form
2024-04-22 00:44:48;2972;Scroll;Button
2024-04-22 00:44:48;2978;Click;Image
2024-04-22 00:44:48;3598;Click;Form
2024-04-22 00:44:48;3443;Type;Button
2024-04-22 00:44:48;5014;Scroll;Menu
2024-04-22 00:44:48;4751;Scroll;Button
2024-04-22 00:44:48;1230;Hover;Image
2024-04-22 00:44:48;1443;Swipe;Link
2024-04-22 00:44:48;3748;Type;Menu
2024-04-22 00:44:48;1198;Visualized 1029. ;Image
2024-04-22 00:44:48;2537;Hover;Button
2024-04-22 00:44:48;1398;Scroll;Link
2024-04-22 00:44:48;5086;Scroll;Link
2024-04-22 00:44:48;3429;Swipe;Link
2024-04-22 00:44:48;2299;Scroll;Link
2024-04-22 00:44:48;2329;Click;Image
2024-04-22 00:44:48;5768;Scroll;Menu
2024-04-22 00:44:48;2332;Visualized 1033. ;Image
2024-04-22 00:44:48;5759;Type;Button
2024-04-22 00:44:48;1749;Type;Image
2024-04-22 00:44:48;5012;Swipe;Menu
2024-04-22 00:44:48;4049;Swipe;Link
2024-04-22 00:44:48;4769;Hover;Link
2024-04-22 00:44:48;2723;Visualized 1035. ;Image
2024-04-22 00:44:48;1105;Hover;Button
2024-04-22 00:44:48;1294;Visualized 1014. ;Form
2024-04-22 00:44:48;4364;Type;Button
2024-04-22 00:44:48;2466;Hover;Menu
2024-04-22 00:44:48;4288;Click;Link
2024-04-22 00:44:48;2040;Hover;Button
2024-04-22 00:44:48;1230;Swipe;Form
2024-04-22 00:44:48;3835;Visualized 1010. ;Form
2024-04-22 00:44:48;4420;Visualized 1028. ;Button
2024-04-22 00:44:48;1217;Click;Image
2024-04-22 00:44:48;5717;Swipe;Link
2024-04-22 00:44:48;4606;Swipe;Menu
2024-04-22 00:44:48;1227;Scroll;Form
2024-04-22 00:44:48;4996;Type;Menu
2024-04-22 00:44:48;5511;Swipe;Image
2024-04-22 00:44:48;5119;Visualized 1002. ;Form
2024-04-22 00:44:48;3948;Scroll;Link
2024-04-22 00:44:48;1453;Visualized 1006. ;Menu
2024-04-22 00:44:48;4853;Click;Button
2024-04-22 00:44:48;5534;Visualized 1023. ;Button
2024-04-22 00:44:48;5189;Click;Menu
2024-04-22 00:44:48;4510;Visualized 1006. ;Link
2024-04-22 00:44:48;4293;Visualized 1010. ;Menu
2024-04-22 00:44:48;2074;Type;Form
2024-04-22 00:44:48;3822;Type;Link
2024-04-22 00:44:48;5036;Swipe;Button
2024-04-22 00:44:48;3776;Visualized 1033. ;Form
2024-04-22 00:44:48;1276;Hover;Button
2024-04-22 00:44:48;1792;Type;Button
2024-04-22 00:44:48;3224;Click;Menu
2024-04-22 00:44:48;5378;Visualized 1012. ;Image
2024-04-22 00:44:48;1814;Hover;Button
2024-04-22 00:44:48;2309;Type;Menu
2024-04-22 00:44:48;1654;Scroll;Form
2024-04-22 00:44:48;1459;Scroll;Menu
2024-04-22 00:44:48;3905;Swipe;Image
2024-04-22 00:44:48;3379;Type;Button
2024-04-22 00:44:48;2216;Swipe;Form
2024-04-22 00:44:48;5921;Click;Form
2024-04-22 00:44:48;5363;Swipe;Menu
2024-04-22 00:44:48;5918;Swipe;Form
2024-04-22 00:44:48;4255;Type;Image
2024-04-22 00:44:48;5574;Hover;Button
2024-04-22 00:44:48;3050;Scroll;Form
2024-04-22 00:44:48;3538;Visualized 1023. ;Form
2024-04-22 00:44:48;1063;Swipe;Image
2024-04-22 00:44:48;1236;Swipe;Button
2024-04-22 00:44:48;4119;Type;Button
2024-04-22 00:44:48;3343;Swipe;Link
2024-04-22 00:44:48;5883;Click;Image
2024-04-22 00:44:48;5066;Visualized 1038. ;Menu
2024-04-22 00:44:48;5010;Swipe;Menu
2024-04-22 00:44:48;5707;Type;Link
2024-04-22 00:44:48;3077;Hover;Form
2024-04-22 00:44:48;3654;Click;Menu
2024-04-22 00:44:48;3717;Swipe;Form
2024-04-22 00:44:48;3534;Click;Menu
2024-04-22 00:44:48;3848;Click;Button
2024-04-22 00:44:48;4993;Swipe;Image
2024-04-22 00:44:48;3142;Click;Link
2024-04-22 00:44:48;3819;Hover;Link
2024-04-22 00:44:48;2129;Scroll;Image
2024-04-22 00:44:48;3502;Hover;Image
2024-04-22 00:44:48;2094;Hover;Form
2024-04-22 00:44:48;2400;Visualized 1030. ;Button
2024-04-22 00:44:48;1898;Scroll;Form
2024-04-22 00:44:48;3579;Swipe;Image
2024-04-22 00:44:48;2520;Hover;Link
2024-04-22 00:44:48;5938;Type;Image
2024-04-22 00:44:48;3352;Type;Menu
2024-04-22 00:44:48;3145;Hover;Button
2024-04-22 00:44:48;2481;Click;Form
2024-04-22 00:44:48;5571;Click;Image
2024-04-22 00:44:48;1651;Swipe;Form
2024-04-22 00:44:48;1237;Swipe;Menu
2024-04-22 00:44:48;3578;Type;Form
2024-04-22 00:44:48;3930;Swipe;Link
2024-04-22 00:44:48;2878;Type;Menu
2024-04-22 00:44:48;1823;Swipe;Link
2024-04-22 00:44:48;3660;Type;Image
2024-04-22 00:44:48;1920;Swipe;Form
2024-04-22 00:44:48;4915;Visualized 1019. ;Menu
2024-04-22 00:44:48;2439;Type;Menu
2024-04-22 00:44:48;2936;Hover;Link
2024-04-22 00:44:48;2271;Swipe;Image
2024-04-22 00:44:48;1205;Swipe;Link
2024-04-22 00:44:48;5741;Swipe;Image
2024-04-22 00:44:48;5642;Swipe;Form
2024-04-22 00:44:48;2196;Visualized 1022. ;Button
2024-04-22 00:44:48;2003;Hover;Menu
2024-04-22 00:44:48;5293;Click;Link
2024-04-22 00:44:48;3870;Hover;Button
2024-04-22 00:44:48;1465;Swipe;Button
2024-04-22 00:44:48;2624;Hover;Link
2024-04-22 00:44:48;4903;Type;Button
2024-04-22 00:44:48;3453;Scroll;Button
2024-04-22 00:44:48;4066;Swipe;Link
2024-04-22 00:44:48;5813;Swipe;Button
2024-04-22 00:44:48;5084;Scroll;Menu
2024-04-22 00:44:48;3465;Visualized 1030. ;Menu
2024-04-22 00:44:48;3119;Click;Image
2024-04-22 00:44:48;3560;Scroll;Image
2024-04-22 00:44:48;5018;Hover;Menu
2024-04-22 00:44:48;1056;Hover;Link
2024-04-22 00:44:48;4288;Visualized 1010. ;Form
2024-04-22 00:44:48;5543;Scroll;Menu
2024-04-22 00:44:48;1661;Type;Link
2024-04-22 00:44:48;4132;Type;Form
2024-04-22 00:44:48;4531;Type;Menu
2024-04-22 00:44:48;5780;Visualized 1019. ;Form
2024-04-22 00:44:48;4360;Click;Link
2024-04-22 00:44:48;1009;Scroll;Form
2024-04-22 00:44:48;5721;Visualized 1016. ;Image
2024-04-22 00:44:48;2061;Swipe;Button
2024-04-22 00:44:48;1635;Click;Link
2024-04-22 00:44:48;3599;Swipe;Menu
2024-04-22 00:44:48;4893;Click;Form
2024-04-22 00:44:48;1311;Click;Link
2024-04-22 00:44:48;5927;Swipe;Link
2024-04-22 00:44:48;4469;Type;Image
2024-04-22 00:44:48;3450;Type;Button
2024-04-22 00:44:48;2454;Visualized 1013. ;Form
2024-04-22 00:44:48;3671;Type;Menu
2024-04-22 00:44:48;2855;Visualized 1011. ;Button
2024-04-22 00:44:48;3348;Scroll;Menu
2024-04-22 00:44:48;5449;Scroll;Link
2024-04-22 00:44:48;4719;Hover;Button
2024-04-22 00:44:48;2013;Scroll;Link
2024-04-22 00:44:48;5976;Scroll;Image
2024-04-22 00:44:48;5239;Click;Image
2024-04-22 00:44:48;1743;Scroll;Menu
2024-04-22 00:44:48;5576;Hover;Image
2024-04-22 00:44:48;2557;Type;Form
2024-04-22 00:44:48;3591;Type;Link
2024-04-22 00:44:48;3035;Click;Form
2024-04-22 00:44:48;2077;Scroll;Link
2024-04-22 00:44:48;1035;Click;Button
2024-04-22 00:44:48;3886;Type;Button
2024-04-22 00:44:48;2240;Swipe;Menu
2024-04-22 00:44:48;4759;Swipe;Menu
2024-04-22 00:44:48;5745;Hover;Button
2024-04-22 00:44:48;3257;Scroll;Link
2024-04-22 00:44:48;3436;Visualized 1032. ;Image
2024-04-22 00:44:48;5082;Hover;Menu
2024-04-22 00:44:48;5394;Type;Form
2024-04-22 00:44:48;4557;Click;Image
2024-04-22 00:44:48;5831;Visualized 1023. ;Menu
2024-04-22 00:44:48;3139;Type;Image
2024-04-22 00:44:48;5535;Hover;Button
2024-04-22 00:44:48;5260;Click;Button
2024-04-22 00:44:48;4373;Scroll;Form
2024-04-22 00:44:48;5943;Type;Form
2024-04-22 00:44:48;4906;Type;Link
2024-04-22 00:44:48;5188;Hover;Image
2024-04-22 00:44:48;5071;Swipe;Image
2024-04-22 00:44:48;1731;Scroll;Button
2024-04-22 00:44:48;2881;Hover;Image
2024-04-22 00:44:48;3306;Click;Link
2024-04-22 00:44:48;3718;Hover;Form
2024-04-22 00:44:48;3180;Scroll;Form
2024-04-22 00:44:48;1835;Visualized 1013. ;Menu
2024-04-22 00:44:48;4667;Scroll;Image
